distribution_channel,market_segment,total_of_special_requests,booking_changes,lead_time,adr,days_in_waiting_list,canceled_rooms,total_rooms,cancellation_rate
TA/TO,Online TA,0,0,63,148.15,0,1,1,100.0
TA/TO,Online TA,0,0,63,155.0,0,1,1,100.0
TA/TO,Online TA,0,0,63,159.3,0,2,3,66.66666666666666
TA/TO,Online TA,0,0,63,162.0,0,1,1,100.0
TA/TO,Online TA,0,0,63,168.3,0,1,2,50.0
TA/TO,Online TA,0,0,63,174.54,0,1,1,100.0
TA/TO,Online TA,0,0,63,177.3,0,1,1,100.0
TA/TO,Online TA,0,0,63,177.75,0,1,1,100.0
TA/TO,Online TA,0,0,63,180.0,0,1,1,100.0
TA/TO,Online TA,0,0,63,195.0,0,2,2,100.0
TA/TO,Online TA,0,0,63,195.5,0,1,1,100.0
TA/TO,Online TA,0,0,63,205.0,0,1,1,100.0
TA/TO,Online TA,0,0,63,210.6,0,1,1,100.0
TA/TO,Online TA,0,0,63,212.86,0,1,1,100.0
TA/TO,Online TA,0,0,64,46.8,0,1,1,100.0
TA/TO,Online TA,0,0,64,63.75,0,1,1,100.0
TA/TO,Online TA,0,0,64,70.46,0,1,1,100.0
TA/TO,Online TA,0,0,64,73.95,0,3,3,100.0
TA/TO,Online TA,0,0,64,74.8,0,2,3,66.66666666666666
TA/TO,Online TA,0,0,64,75.0,0,1,1,100.0
TA/TO,Online TA,0,0,64,79.0,0,1,1,100.0
TA/TO,Online TA,0,0,64,79.2,0,1,1,100.0
TA/TO,Online TA,0,0,64,89.1,0,1,1,100.0
TA/TO,Online TA,0,0,64,91.2,0,1,1,100.0
TA/TO,Online TA,0,0,64,94.5,0,2,4,50.0
TA/TO,Online TA,0,0,64,94.78,0,1,1,100.0
TA/TO,Online TA,0,0,64,97.2,0,1,1,100.0
TA/TO,Online TA,0,0,64,101.33,0,1,1,100.0
TA/TO,Online TA,0,0,64,104.4,0,1,1,100.0
TA/TO,Online TA,0,0,64,105.3,0,2,2,100.0
TA/TO,Online TA,0,0,64,106.2,0,2,2,100.0
TA/TO,Online TA,0,0,64,110.08,0,1,1,100.0
TA/TO,Online TA,0,0,64,115.6,0,1,1,100.0
TA/TO,Online TA,0,0,64,116.1,0,2,2,100.0
TA/TO,Online TA,0,0,64,116.45,0,1,1,100.0
TA/TO,Online TA,0,0,64,121.5,0,1,1,100.0
TA/TO,Online TA,0,0,64,126.9,0,1,1,100.0
TA/TO,Online TA,0,0,64,131.14,0,1,1,100.0
TA/TO,Online TA,0,0,64,136.8,0,1,1,100.0
TA/TO,Online TA,0,0,64,140.4,0,6,6,100.0
TA/TO,Online TA,0,0,64,144.0,0,1,1,100.0
TA/TO,Online TA,0,0,64,149.4,0,6,6,100.0
TA/TO,Online TA,0,0,64,150.0,0,1,2,50.0
TA/TO,Online TA,0,0,64,153.0,0,2,2,100.0
TA/TO,Online TA,0,0,64,189.0,0,1,1,100.0
TA/TO,Online TA,0,0,64,194.0,0,1,1,100.0
TA/TO,Online TA,0,0,65,48.0,0,1,1,100.0
TA/TO,Online TA,0,0,65,49.0,0,1,1,100.0
TA/TO,Online TA,0,0,65,58.0,0,1,1,100.0
TA/TO,Online TA,0,0,65,65.66,0,1,1,100.0
TA/TO,Online TA,0,0,65,68.0,0,1,1,100.0
TA/TO,Online TA,0,0,65,70.0,0,2,2,100.0
TA/TO,Online TA,0,0,65,73.0,0,1,1,100.0
TA/TO,Online TA,0,0,65,76.93,0,1,1,100.0
TA/TO,Online TA,0,0,65,79.0,0,2,2,100.0
TA/TO,Online TA,0,0,65,79.2,0,1,4,25.0
TA/TO,Online TA,0,0,65,80.1,0,1,1,100.0
TA/TO,Online TA,0,0,65,87.0,0,1,1,100.0
TA/TO,Online TA,0,0,65,89.1,0,2,2,100.0
TA/TO,Online TA,0,0,65,90.9,0,1,1,100.0
TA/TO,Online TA,0,0,65,91.2,0,1,1,100.0
TA/TO,Online TA,0,0,65,93.6,0,2,2,100.0
TA/TO,Online TA,0,0,65,94.5,0,1,1,100.0
TA/TO,Online TA,0,0,65,96.9,0,1,1,100.0
TA/TO,Online TA,0,0,65,97.2,0,1,1,100.0
TA/TO,Online TA,0,0,65,100.3,0,1,1,100.0
TA/TO,Online TA,0,0,65,104.55,0,1,1,100.0
TA/TO,Online TA,0,0,65,105.3,0,1,2,50.0
TA/TO,Online TA,0,0,65,105.9,0,1,1,100.0
TA/TO,Online TA,0,0,65,114.0,0,1,1,100.0
TA/TO,Online TA,0,0,65,118.8,0,2,4,50.0
TA/TO,Online TA,0,0,65,120.6,0,1,1,100.0
TA/TO,Online TA,0,0,65,123.0,0,1,1,100.0
TA/TO,Online TA,0,0,65,123.93,0,1,1,100.0
TA/TO,Online TA,0,0,65,126.0,0,3,4,75.0
TA/TO,Online TA,0,0,65,126.9,0,1,1,100.0
TA/TO,Online TA,0,0,65,132.3,0,1,1,100.0
TA/TO,Online TA,0,0,65,132.6,0,1,1,100.0
TA/TO,Online TA,0,0,65,133.2,0,1,1,100.0
TA/TO,Online TA,0,0,65,136.8,0,2,2,100.0
TA/TO,Online TA,0,0,65,137.7,0,1,1,100.0
TA/TO,Online TA,0,0,65,138.6,0,1,1,100.0
TA/TO,Online TA,0,0,65,140.0,0,1,1,100.0
TA/TO,Online TA,0,0,65,145.4,0,1,1,100.0
TA/TO,Online TA,0,0,65,146.7,0,1,1,100.0
TA/TO,Online TA,0,0,65,148.5,0,1,1,100.0
TA/TO,Online TA,0,0,65,152.1,0,1,1,100.0
TA/TO,Online TA,0,0,65,159.3,0,1,1,100.0
TA/TO,Online TA,0,0,65,161.5,0,1,1,100.0
TA/TO,Online TA,0,0,65,162.0,0,1,2,50.0
TA/TO,Online TA,0,0,65,162.45,0,1,1,100.0
TA/TO,Online TA,0,0,65,164.0,0,1,1,100.0
TA/TO,Online TA,0,0,65,171.3,0,1,1,100.0
TA/TO,Online TA,0,0,65,177.3,0,1,1,100.0
TA/TO,Online TA,0,0,65,186.0,0,2,2,100.0
TA/TO,Online TA,0,0,65,195.0,0,1,1,100.0
TA/TO,Online TA,0,0,65,196.2,0,1,1,100.0
TA/TO,Online TA,0,0,65,200.0,0,1,1,100.0
TA/TO,Online TA,0,0,65,214.83,0,1,1,100.0
TA/TO,Online TA,0,0,65,232.0,0,1,1,100.0
TA/TO,Online TA,0,0,65,262.5,0,1,1,100.0
TA/TO,Online TA,0,0,65,264.0,0,1,1,100.0
TA/TO,Online TA,0,0,66,60.64,0,1,1,100.0
TA/TO,Online TA,0,0,66,68.0,0,1,1,100.0
TA/TO,Online TA,0,0,66,68.49,0,1,1,100.0
TA/TO,Online TA,0,0,66,70.0,0,1,1,100.0
TA/TO,Online TA,0,0,66,71.28,0,1,1,100.0
TA/TO,Online TA,0,0,66,73.5,0,1,1,100.0
TA/TO,Online TA,0,0,66,75.0,0,1,1,100.0
TA/TO,Online TA,0,0,66,79.2,0,2,3,66.66666666666666
TA/TO,Online TA,0,0,66,85.38,0,1,1,100.0
TA/TO,Online TA,0,0,66,86.0,0,1,1,100.0
TA/TO,Online TA,0,0,66,87.21,0,1,1,100.0
TA/TO,Online TA,0,0,66,88.2,0,2,2,100.0
TA/TO,Online TA,0,0,66,89.1,0,3,3,100.0
TA/TO,Online TA,0,0,66,92.7,0,1,1,100.0
TA/TO,Online TA,0,0,66,96.84,0,1,1,100.0
TA/TO,Online TA,0,0,66,97.2,0,1,1,100.0
TA/TO,Online TA,0,0,66,99.7,0,1,1,100.0
TA/TO,Online TA,0,0,66,105.3,0,1,1,100.0
TA/TO,Online TA,0,0,66,108.11,0,1,1,100.0
TA/TO,Online TA,0,0,66,110.84,0,1,1,100.0
TA/TO,Online TA,0,0,66,118.0,0,1,1,100.0
TA/TO,Online TA,0,0,66,120.6,0,2,3,66.66666666666666
TA/TO,Online TA,0,0,66,125.1,0,1,1,100.0
TA/TO,Online TA,0,0,66,126.0,0,1,1,100.0
TA/TO,Online TA,0,0,66,126.9,0,1,1,100.0
TA/TO,Online TA,0,0,66,132.0,0,2,2,100.0
TA/TO,Online TA,0,0,66,135.0,0,1,1,100.0
TA/TO,Online TA,0,0,66,138.6,0,1,1,100.0
TA/TO,Online TA,0,0,66,140.0,0,1,1,100.0
TA/TO,Online TA,0,0,66,144.0,0,5,5,100.0
TA/TO,Online TA,0,0,66,149.4,0,2,2,100.0
TA/TO,Online TA,0,0,66,150.3,0,1,1,100.0
TA/TO,Online TA,0,0,66,154.0,0,1,1,100.0
TA/TO,Online TA,0,0,66,154.8,0,1,1,100.0
TA/TO,Online TA,0,0,66,168.3,0,1,1,100.0
TA/TO,Online TA,0,0,66,196.2,0,1,1,100.0
TA/TO,Online TA,0,0,66,207.9,0,1,1,100.0
TA/TO,Online TA,0,0,66,210.0,0,1,1,100.0
TA/TO,Online TA,0,0,66,236.67,0,1,1,100.0
TA/TO,Online TA,0,0,66,240.0,0,2,2,100.0
TA/TO,Online TA,0,0,67,56.16,0,1,1,100.0
TA/TO,Online TA,0,0,67,76.5,0,1,1,100.0
TA/TO,Online TA,0,0,67,79.2,0,2,2,100.0
TA/TO,Online TA,0,0,67,80.75,0,1,2,50.0
TA/TO,Online TA,0,0,67,85.5,0,2,2,100.0
TA/TO,Online TA,0,0,67,89.1,0,1,1,100.0
TA/TO,Online TA,0,0,67,89.25,0,1,1,100.0
TA/TO,Online TA,0,0,67,93.6,0,1,1,100.0
TA/TO,Online TA,0,0,67,103.68,0,1,1,100.0
TA/TO,Online TA,0,0,67,106.2,0,1,1,100.0
TA/TO,Online TA,0,0,67,110.08,0,1,1,100.0
TA/TO,Online TA,0,0,67,111.6,0,1,1,100.0
TA/TO,Online TA,0,0,67,116.1,0,1,1,100.0
TA/TO,Online TA,0,0,67,117.6,0,3,3,100.0
TA/TO,Online TA,0,0,67,119.16,0,1,1,100.0
TA/TO,Online TA,0,0,67,126.0,0,5,5,100.0
TA/TO,Online TA,0,0,67,132.3,0,1,1,100.0
TA/TO,Online TA,0,0,67,135.0,0,3,3,100.0
TA/TO,Online TA,0,0,67,137.7,0,1,1,100.0
TA/TO,Online TA,0,0,67,139.0,0,1,1,100.0
TA/TO,Online TA,0,0,67,140.4,0,1,1,100.0
TA/TO,Online TA,0,0,67,141.0,0,1,2,50.0
TA/TO,Online TA,0,0,67,144.0,0,3,3,100.0
TA/TO,Online TA,0,0,67,149.4,0,1,1,100.0
TA/TO,Online TA,0,0,67,153.0,0,2,2,100.0
TA/TO,Online TA,0,0,67,159.3,0,1,1,100.0
TA/TO,Online TA,0,0,67,160.0,0,1,1,100.0
TA/TO,Online TA,0,0,67,162.0,0,1,2,50.0
TA/TO,Online TA,0,0,67,168.63,0,1,1,100.0
TA/TO,Online TA,0,0,67,168.9,0,1,1,100.0
TA/TO,Online TA,0,0,67,170.0,0,2,2,100.0
TA/TO,Online TA,0,0,67,171.0,0,1,1,100.0
TA/TO,Online TA,0,0,67,179.0,0,1,1,100.0
TA/TO,Online TA,0,0,67,185.1,0,1,1,100.0
TA/TO,Online TA,0,0,67,186.0,0,1,1,100.0
TA/TO,Online TA,0,0,67,189.0,0,1,1,100.0
TA/TO,Online TA,0,0,67,250.0,0,1,1,100.0
TA/TO,Online TA,0,0,67,293.33,0,1,1,100.0
TA/TO,Online TA,0,0,68,49.0,0,1,1,100.0
TA/TO,Online TA,0,0,68,58.57,0,1,1,100.0
TA/TO,Online TA,0,0,68,67.5,0,1,1,100.0
TA/TO,Online TA,0,0,68,68.0,0,1,1,100.0
TA/TO,Online TA,0,0,68,70.0,0,1,2,50.0
TA/TO,Online TA,0,0,68,73.95,0,1,1,100.0
TA/TO,Online TA,0,0,68,75.0,0,1,1,100.0
TA/TO,Online TA,0,0,68,76.22,0,1,1,100.0
TA/TO,Online TA,0,0,68,78.3,0,1,1,100.0
TA/TO,Online TA,0,0,68,79.2,0,1,1,100.0
TA/TO,Online TA,0,0,68,85.5,0,1,1,100.0
TA/TO,Online TA,0,0,68,88.4,0,1,1,100.0
TA/TO,Online TA,0,0,68,89.0,0,1,1,100.0
TA/TO,Online TA,0,0,68,89.53,0,1,1,100.0
TA/TO,Online TA,0,0,68,90.0,0,1,1,100.0
TA/TO,Online TA,0,0,68,90.95,0,1,1,100.0
TA/TO,Online TA,0,0,68,92.83,0,2,2,100.0
TA/TO,Online TA,0,0,68,98.94,0,1,1,100.0
TA/TO,Online TA,0,0,68,108.0,0,1,1,100.0
TA/TO,Online TA,0,0,68,109.65,0,1,1,100.0
TA/TO,Online TA,0,0,68,109.8,0,2,2,100.0
TA/TO,Online TA,0,0,68,110.5,0,1,1,100.0
TA/TO,Online TA,0,0,68,110.7,0,1,1,100.0
TA/TO,Online TA,0,0,68,112.2,0,1,1,100.0
TA/TO,Online TA,0,0,68,114.0,0,1,1,100.0
TA/TO,Online TA,0,0,68,116.1,0,2,2,100.0
TA/TO,Online TA,0,0,68,118.8,0,1,1,100.0
TA/TO,Online TA,0,0,68,120.0,0,1,1,100.0
TA/TO,Online TA,0,0,68,121.5,0,3,3,100.0
TA/TO,Online TA,0,0,68,123.17,0,1,1,100.0
TA/TO,Online TA,0,0,68,125.1,0,1,1,100.0
TA/TO,Online TA,0,0,68,126.0,0,1,1,100.0
TA/TO,Online TA,0,0,68,132.6,0,1,1,100.0
TA/TO,Online TA,0,0,68,135.0,0,1,3,33.33333333333333
TA/TO,Online TA,0,0,68,135.15,0,1,1,100.0
TA/TO,Online TA,0,0,68,140.4,0,2,2,100.0
TA/TO,Online TA,0,0,68,149.1,0,1,1,100.0
TA/TO,Online TA,0,0,68,149.4,0,1,1,100.0
TA/TO,Online TA,0,0,68,162.0,0,1,2,50.0
TA/TO,Online TA,0,0,68,164.88,0,1,1,100.0
TA/TO,Online TA,0,0,68,171.0,0,2,2,100.0
TA/TO,Online TA,0,0,68,173.5,0,1,1,100.0
TA/TO,Online TA,0,0,68,183.6,0,1,1,100.0
TA/TO,Online TA,0,0,68,198.9,0,2,2,100.0
TA/TO,Online TA,0,0,68,214.0,0,1,1,100.0
TA/TO,Online TA,0,0,68,220.0,0,1,1,100.0
TA/TO,Online TA,0,0,68,225.0,0,1,1,100.0
TA/TO,Online TA,0,0,68,241.0,0,1,1,100.0
TA/TO,Online TA,0,0,69,33.6,0,1,1,100.0
TA/TO,Online TA,0,0,69,64.0,0,1,1,100.0
TA/TO,Online TA,0,0,69,69.99,0,1,1,100.0
TA/TO,Online TA,0,0,69,74.8,0,2,2,100.0
TA/TO,Online TA,0,0,69,80.1,0,1,1,100.0
TA/TO,Online TA,0,0,69,80.85,0,1,2,50.0
TA/TO,Online TA,0,0,69,82.45,0,1,3,33.33333333333333
TA/TO,Online TA,0,0,69,85.85,0,1,1,100.0
TA/TO,Online TA,0,0,69,88.83,0,1,1,100.0
TA/TO,Online TA,0,0,69,94.5,0,1,1,100.0
TA/TO,Online TA,0,0,69,98.0,0,1,1,100.0
TA/TO,Online TA,0,0,69,102.25,0,1,1,100.0
TA/TO,Online TA,0,0,69,105.3,0,5,5,100.0
TA/TO,Online TA,0,0,69,107.19,0,1,1,100.0
TA/TO,Online TA,0,0,69,108.0,0,1,1,100.0
TA/TO,Online TA,0,0,69,111.6,0,1,1,100.0
TA/TO,Online TA,0,0,69,111.9,0,1,1,100.0
TA/TO,Online TA,0,0,69,116.0,0,1,1,100.0
TA/TO,Online TA,0,0,69,117.0,0,1,2,50.0
TA/TO,Online TA,0,0,69,118.8,0,1,1,100.0
TA/TO,Online TA,0,0,69,123.98,0,2,2,100.0
TA/TO,Online TA,0,0,69,125.0,0,1,1,100.0
TA/TO,Online TA,0,0,69,129.57,0,1,1,100.0
TA/TO,Online TA,0,0,69,135.0,0,1,1,100.0
TA/TO,Online TA,0,0,69,135.9,0,1,1,100.0
TA/TO,Online TA,0,0,69,137.7,0,1,2,50.0
TA/TO,Online TA,0,0,69,139.0,0,1,1,100.0
TA/TO,Online TA,0,0,69,140.4,0,1,1,100.0
TA/TO,Online TA,0,0,69,144.0,0,2,2,100.0
TA/TO,Online TA,0,0,69,149.4,0,1,1,100.0
TA/TO,Online TA,0,0,69,150.0,0,1,1,100.0
TA/TO,Online TA,0,0,69,150.3,0,1,1,100.0
TA/TO,Online TA,0,0,69,153.0,0,1,1,100.0
TA/TO,Online TA,0,0,69,156.73,0,1,1,100.0
TA/TO,Online TA,0,0,69,162.0,0,1,1,100.0
TA/TO,Online TA,0,0,69,180.0,0,1,1,100.0
TA/TO,Online TA,0,0,69,198.0,0,1,1,100.0
TA/TO,Online TA,0,0,69,200.0,0,1,1,100.0
TA/TO,Online TA,0,0,69,201.33,0,1,1,100.0
TA/TO,Online TA,0,0,69,205.2,0,1,1,100.0
TA/TO,Online TA,0,0,69,209.0,0,1,1,100.0
TA/TO,Online TA,0,0,69,289.0,0,1,1,100.0
TA/TO,Online TA,0,0,69,378.0,0,1,1,100.0
TA/TO,Online TA,0,0,70,50.4,0,1,1,100.0
TA/TO,Online TA,0,0,70,57.6,0,1,1,100.0
TA/TO,Online TA,0,0,70,58.57,0,1,1,100.0
TA/TO,Online TA,0,0,70,67.5,0,1,1,100.0
TA/TO,Online TA,0,0,70,77.86,0,1,1,100.0
TA/TO,Online TA,0,0,70,78.3,0,2,2,100.0
TA/TO,Online TA,0,0,70,86.4,0,1,1,100.0
TA/TO,Online TA,0,0,70,87.3,0,2,3,66.66666666666666
TA/TO,Online TA,0,0,70,89.25,0,1,1,100.0
TA/TO,Online TA,0,0,70,89.32,0,1,1,100.0
TA/TO,Online TA,0,0,70,92.75,0,1,1,100.0
TA/TO,Online TA,0,0,70,93.6,0,1,1,100.0
TA/TO,Online TA,0,0,70,94.5,0,1,1,100.0
TA/TO,Online TA,0,0,70,95.2,0,1,1,100.0
TA/TO,Online TA,0,0,70,106.2,0,1,1,100.0
TA/TO,Online TA,0,0,70,107.1,0,1,1,100.0
TA/TO,Online TA,0,0,70,111.6,0,1,1,100.0
TA/TO,Online TA,0,0,70,121.5,0,1,1,100.0
TA/TO,Online TA,0,0,70,126.0,0,2,3,66.66666666666666
TA/TO,Online TA,0,0,70,127.8,0,1,1,100.0
TA/TO,Online TA,0,0,70,129.29,0,1,1,100.0
TA/TO,Online TA,0,0,70,134.1,0,1,1,100.0
TA/TO,Online TA,0,0,70,137.7,0,1,1,100.0
TA/TO,Online TA,0,0,70,144.0,0,1,1,100.0
TA/TO,Online TA,0,0,70,146.7,0,1,1,100.0
TA/TO,Online TA,0,0,70,147.0,0,1,1,100.0
TA/TO,Online TA,0,0,70,149.4,0,4,4,100.0
TA/TO,Online TA,0,0,70,150.3,0,1,1,100.0
TA/TO,Online TA,0,0,70,160.0,0,1,1,100.0
TA/TO,Online TA,0,0,70,166.0,0,1,1,100.0
TA/TO,Online TA,0,0,70,166.9,0,1,1,100.0
TA/TO,Online TA,0,0,70,170.0,0,1,1,100.0
TA/TO,Online TA,0,0,70,170.1,0,1,1,100.0
TA/TO,Online TA,0,0,70,186.3,0,1,1,100.0
TA/TO,Online TA,0,0,70,193.0,0,1,1,100.0
TA/TO,Online TA,0,0,70,227.9,0,1,1,100.0
TA/TO,Online TA,0,0,70,240.0,0,1,1,100.0
TA/TO,Online TA,0,0,70,258.0,0,1,1,100.0
TA/TO,Online TA,0,0,70,262.0,0,1,1,100.0
TA/TO,Online TA,0,0,71,73.95,0,1,1,100.0
TA/TO,Online TA,0,0,71,74.75,0,1,1,100.0
TA/TO,Online TA,0,0,71,75.54,0,1,1,100.0
TA/TO,Online TA,0,0,71,78.3,0,1,1,100.0
TA/TO,Online TA,0,0,71,84.15,0,1,2,50.0
TA/TO,Online TA,0,0,71,87.13,0,1,1,100.0
TA/TO,Online TA,0,0,71,87.3,0,1,1,100.0
TA/TO,Online TA,0,0,71,88.0,0,1,1,100.0
TA/TO,Online TA,0,0,71,90.33,0,1,1,100.0
TA/TO,Online TA,0,0,71,92.89,0,2,2,100.0
TA/TO,Online TA,0,0,71,97.2,0,1,1,100.0
TA/TO,Online TA,0,0,71,100.3,0,1,1,100.0
TA/TO,Online TA,0,0,71,101.87,0,1,1,100.0
TA/TO,Online TA,0,0,71,105.4,0,1,2,50.0
TA/TO,Online TA,0,0,71,106.2,0,1,1,100.0
TA/TO,Online TA,0,0,71,107.1,0,1,1,100.0
TA/TO,Online TA,0,0,71,112.5,0,2,2,100.0
TA/TO,Online TA,0,0,71,115.2,0,1,1,100.0
TA/TO,Online TA,0,0,71,116.1,0,1,1,100.0
TA/TO,Online TA,0,0,71,116.43,0,2,2,100.0
TA/TO,Online TA,0,0,71,118.7,0,1,1,100.0
TA/TO,Online TA,0,0,71,120.0,0,1,1,100.0
TA/TO,Online TA,0,0,71,126.0,0,1,1,100.0
TA/TO,Online TA,0,0,71,126.67,0,1,1,100.0
TA/TO,Online TA,0,0,71,126.9,0,2,2,100.0
TA/TO,Online TA,0,0,71,132.6,0,3,5,60.0
TA/TO,Online TA,0,0,71,133.5,0,1,1,100.0
TA/TO,Online TA,0,0,71,134.0,0,1,2,50.0
TA/TO,Online TA,0,0,71,135.0,0,1,1,100.0
TA/TO,Online TA,0,0,71,135.9,0,1,1,100.0
TA/TO,Online TA,0,0,71,147.9,0,1,1,100.0
TA/TO,Online TA,0,0,71,152.1,0,1,1,100.0
TA/TO,Online TA,0,0,71,153.0,0,1,1,100.0
TA/TO,Online TA,0,0,71,154.0,0,1,1,100.0
TA/TO,Online TA,0,0,71,168.3,0,1,2,50.0
TA/TO,Online TA,0,0,71,198.9,0,1,1,100.0
TA/TO,Online TA,0,0,71,200.0,0,1,1,100.0
TA/TO,Online TA,0,0,71,220.0,0,1,1,100.0
TA/TO,Online TA,0,0,71,250.0,0,1,1,100.0
TA/TO,Online TA,0,0,71,263.91,0,1,1,100.0
TA/TO,Online TA,0,0,72,45.36,0,1,1,100.0
TA/TO,Online TA,0,0,72,62.0,0,1,1,100.0
TA/TO,Online TA,0,0,72,67.32,0,1,1,100.0
TA/TO,Online TA,0,0,72,67.5,0,1,1,100.0
TA/TO,Online TA,0,0,72,74.8,0,2,2,100.0
TA/TO,Online TA,0,0,72,75.82,0,1,2,50.0
TA/TO,Online TA,0,0,72,76.5,0,2,3,66.66666666666666
TA/TO,Online TA,0,0,72,76.67,0,2,2,100.0
TA/TO,Online TA,0,0,72,78.0,0,1,1,100.0
TA/TO,Online TA,0,0,72,79.65,0,1,1,100.0
TA/TO,Online TA,0,0,72,87.3,0,1,1,100.0
TA/TO,Online TA,0,0,72,89.25,0,1,1,100.0
TA/TO,Online TA,0,0,72,95.4,0,1,1,100.0
TA/TO,Online TA,0,0,72,97.2,0,1,1,100.0
TA/TO,Online TA,0,0,72,98.0,0,1,1,100.0
TA/TO,Online TA,0,0,72,100.8,0,1,1,100.0
TA/TO,Online TA,0,0,72,105.3,0,2,2,100.0
TA/TO,Online TA,0,0,72,106.2,0,1,1,100.0
TA/TO,Online TA,0,0,72,107.1,0,1,1,100.0
TA/TO,Online TA,0,0,72,108.0,0,1,1,100.0
TA/TO,Online TA,0,0,72,109.65,0,1,1,100.0
TA/TO,Online TA,0,0,72,109.8,0,1,1,100.0
TA/TO,Online TA,0,0,72,115.5,0,1,1,100.0
TA/TO,Online TA,0,0,72,116.0,0,1,1,100.0
TA/TO,Online TA,0,0,72,118.8,0,1,1,100.0
TA/TO,Online TA,0,0,72,119.0,0,1,1,100.0
TA/TO,Online TA,0,0,72,120.6,0,1,1,100.0
TA/TO,Online TA,0,0,72,123.0,0,1,1,100.0
TA/TO,Online TA,0,0,72,126.64,0,1,1,100.0
TA/TO,Online TA,0,0,72,128.0,0,1,1,100.0
TA/TO,Online TA,0,0,72,132.6,0,2,2,100.0
TA/TO,Online TA,0,0,72,134.0,0,1,1,100.0
TA/TO,Online TA,0,0,72,135.9,0,1,1,100.0
TA/TO,Online TA,0,0,72,140.0,0,1,2,50.0
TA/TO,Online TA,0,0,72,144.0,0,3,3,100.0
TA/TO,Online TA,0,0,72,145.0,0,1,1,100.0
TA/TO,Online TA,0,0,72,148.3,0,1,1,100.0
TA/TO,Online TA,0,0,72,154.0,0,1,1,100.0
TA/TO,Online TA,0,0,72,156.61,0,1,1,100.0
TA/TO,Online TA,0,0,72,159.3,0,2,2,100.0
TA/TO,Online TA,0,0,72,160.2,0,1,1,100.0
TA/TO,Online TA,0,0,72,162.0,0,1,2,50.0
TA/TO,Online TA,0,0,72,173.0,0,1,1,100.0
TA/TO,Online TA,0,0,72,177.5,0,1,1,100.0
TA/TO,Online TA,0,0,72,179.0,0,1,1,100.0
TA/TO,Online TA,0,0,72,227.0,0,1,1,100.0
TA/TO,Online TA,0,0,72,328.0,0,1,1,100.0
TA/TO,Online TA,0,0,73,36.5,0,1,1,100.0
TA/TO,Online TA,0,0,73,42.0,0,1,1,100.0
TA/TO,Online TA,0,0,73,68.0,0,1,1,100.0
TA/TO,Online TA,0,0,73,68.33,0,2,2,100.0
TA/TO,Online TA,0,0,73,72.0,0,2,2,100.0
TA/TO,Online TA,0,0,73,73.67,0,1,1,100.0
TA/TO,Online TA,0,0,73,76.5,0,3,3,100.0
TA/TO,Online TA,0,0,73,80.0,0,1,1,100.0
TA/TO,Online TA,0,0,73,82.49,0,1,1,100.0
TA/TO,Online TA,0,0,73,85.8,0,1,1,100.0
TA/TO,Online TA,0,0,73,88.0,0,1,1,100.0
TA/TO,Online TA,0,0,73,88.29,0,1,1,100.0
TA/TO,Online TA,0,0,73,90.9,0,1,1,100.0
TA/TO,Online TA,0,0,73,96.3,0,1,1,100.0
TA/TO,Online TA,0,0,73,100.3,0,1,1,100.0
TA/TO,Online TA,0,0,73,107.1,0,2,2,100.0
TA/TO,Online TA,0,0,73,116.1,0,1,1,100.0
TA/TO,Online TA,0,0,73,117.0,0,2,3,66.66666666666666
TA/TO,Online TA,0,0,73,117.3,0,1,1,100.0
TA/TO,Online TA,0,0,73,118.8,0,1,1,100.0
TA/TO,Online TA,0,0,73,126.9,0,3,4,75.0
TA/TO,Online TA,0,0,73,144.0,0,1,1,100.0
TA/TO,Online TA,0,0,73,145.93,0,1,1,100.0
TA/TO,Online TA,0,0,73,149.4,0,1,1,100.0
TA/TO,Online TA,0,0,73,150.3,0,1,1,100.0
TA/TO,Online TA,0,0,73,150.45,0,1,1,100.0
TA/TO,Online TA,0,0,73,154.0,0,1,1,100.0
TA/TO,Online TA,0,0,73,155.76,0,1,1,100.0
TA/TO,Online TA,0,0,73,159.3,0,1,1,100.0
TA/TO,Online TA,0,0,73,160.2,0,1,1,100.0
TA/TO,Online TA,0,0,73,169.0,0,1,1,100.0
TA/TO,Online TA,0,0,73,170.17,0,1,1,100.0
TA/TO,Online TA,0,0,73,183.5,0,1,1,100.0
TA/TO,Online TA,0,0,73,189.0,0,1,1,100.0
TA/TO,Online TA,0,0,73,190.0,0,1,1,100.0
TA/TO,Online TA,0,0,73,207.9,0,1,1,100.0
TA/TO,Online TA,0,0,73,210.0,0,1,1,100.0
TA/TO,Online TA,0,0,73,211.0,0,1,1,100.0
TA/TO,Online TA,0,0,73,227.92,0,1,1,100.0
TA/TO,Online TA,0,0,73,240.0,0,1,1,100.0
TA/TO,Online TA,0,0,73,270.0,0,1,1,100.0
TA/TO,Online TA,0,0,73,317.5,0,1,1,100.0
TA/TO,Online TA,0,0,74,36.45,0,1,1,100.0
TA/TO,Online TA,0,0,74,57.6,0,1,1,100.0
TA/TO,Online TA,0,0,74,72.25,0,1,1,100.0
TA/TO,Online TA,0,0,74,73.0,0,1,2,50.0
TA/TO,Online TA,0,0,74,74.8,0,1,2,50.0
TA/TO,Online TA,0,0,74,79.2,0,1,2,50.0
TA/TO,Online TA,0,0,74,82.45,0,1,1,100.0
TA/TO,Online TA,0,0,74,85.5,0,1,1,100.0
TA/TO,Online TA,0,0,74,86.4,0,1,1,100.0
