distribution_channel,market_segment,total_of_special_requests,booking_changes,lead_time,adr,days_in_waiting_list,canceled_rooms,total_rooms,cancellation_rate
Direct,Complementary,0,0,27,0.0,0,1,2,50.0
Direct,Complementary,0,0,44,0.0,0,2,2,100.0
Direct,Complementary,0,0,57,20.0,0,1,1,100.0
Direct,Complementary,0,0,64,0.0,0,1,1,100.0
Direct,Complementary,0,0,100,0.0,0,1,1,100.0
Direct,Complementary,0,0,144,0.0,0,1,1,100.0
Direct,Complementary,0,1,1,0.0,0,1,4,25.0
Direct,Complementary,0,1,7,0.0,0,1,1,100.0
Direct,Complementary,0,1,12,0.0,0,2,3,66.66666666666666
Direct,Complementary,0,1,23,0.0,0,1,1,100.0
Direct,Complementary,0,1,49,17.5,0,1,1,100.0
Direct,Complementary,0,3,62,0.0,0,1,1,100.0
Direct,Complementary,1,0,0,0.0,0,2,35,5.714285714285714
Direct,Complementary,1,0,1,0.0,0,1,22,4.545454545454546
Direct,Complementary,1,0,2,0.0,0,1,8,12.5
Direct,Complementary,1,0,4,0.0,0,1,7,14.285714285714285
Direct,Complementary,1,0,8,0.0,0,1,6,16.666666666666664
Direct,Complementary,1,0,9,0.0,0,1,8,12.5
Direct,Complementary,1,0,14,0.0,0,1,3,33.33333333333333
Direct,Complementary,1,0,18,0.0,0,1,1,100.0
Direct,Complementary,1,0,21,0.0,0,1,1,100.0
Direct,Complementary,1,0,71,0.0,0,1,1,100.0
Direct,Complementary,1,0,72,0.0,0,1,1,100.0
Direct,Complementary,1,1,0,0.0,0,1,8,12.5
Direct,Complementary,1,2,2,0.0,0,1,1,100.0
Direct,Complementary,2,0,0,0.0,0,2,12,16.666666666666664
Direct,Complementary,2,0,1,0.0,0,1,5,20.0
Direct,Complementary,2,0,3,0.0,0,1,3,33.33333333333333
Direct,Complementary,2,0,4,0.0,0,1,2,50.0
Direct,Complementary,2,0,7,0.0,0,2,4,50.0
Direct,Complementary,2,0,8,0.0,0,1,2,50.0
Direct,Complementary,2,0,14,0.0,0,1,1,100.0
Direct,Complementary,2,0,37,0.0,0,1,2,50.0
Direct,Complementary,2,2,1,0.0,0,1,1,100.0
Direct,Complementary,3,0,1,0.0,0,2,6,33.33333333333333
Direct,Complementary,4,0,2,0.0,0,1,1,100.0
Direct,Corporate,0,0,0,0.0,0,1,1,100.0
Direct,Corporate,0,0,0,35.0,0,2,5,40.0
Direct,Corporate,0,0,0,40.0,0,1,2,50.0
Direct,Corporate,0,0,0,152.0,0,1,1,100.0
Direct,Corporate,0,0,3,100.0,0,4,4,100.0
Direct,Corporate,0,0,5,100.0,0,1,1,100.0
Direct,Corporate,0,0,8,142.0,0,1,1,100.0
Direct,Corporate,0,0,11,65.0,0,1,1,100.0
Direct,Corporate,0,0,15,60.0,0,5,5,100.0
Direct,Corporate,0,0,30,48.0,0,1,1,100.0
Direct,Corporate,0,2,0,163.18,0,1,1,100.0
Direct,Direct,0,0,0,0.0,0,5,69,7.246376811594203
Direct,Direct,0,0,0,6.0,0,1,1,100.0
Direct,Direct,0,0,0,8.0,0,13,16,81.25
Direct,Direct,0,0,0,12.0,0,17,21,80.95238095238095
Direct,Direct,0,0,0,40.0,0,1,45,2.2222222222222223
Direct,Direct,0,0,0,42.0,0,1,3,33.33333333333333
Direct,Direct,0,0,0,44.0,0,2,29,6.896551724137931
Direct,Direct,0,0,0,45.0,0,2,47,4.25531914893617
Direct,Direct,0,0,0,55.0,0,1,28,3.571428571428571
Direct,Direct,0,0,0,56.0,0,1,22,4.545454545454546
Direct,Direct,0,0,0,62.8,0,3,3,100.0
Direct,Direct,0,0,0,65.0,0,2,23,8.695652173913043
Direct,Direct,0,0,0,69.0,0,1,6,16.666666666666664
Direct,Direct,0,0,0,70.0,0,3,31,9.67741935483871
Direct,Direct,0,0,0,72.0,0,2,8,25.0
Direct,Direct,0,0,0,75.0,0,1,41,2.4390243902439024
Direct,Direct,0,0,0,78.8,0,1,1,100.0
Direct,Direct,0,0,0,79.0,0,1,24,4.166666666666666
Direct,Direct,0,0,0,79.5,0,1,2,50.0
Direct,Direct,0,0,0,80.0,0,7,35,20.0
Direct,Direct,0,0,0,82.0,0,1,4,25.0
Direct,Direct,0,0,0,85.0,0,3,34,8.823529411764707
Direct,Direct,0,0,0,89.0,0,15,49,30.612244897959183
Direct,Direct,0,0,0,95.0,0,3,24,12.5
Direct,Direct,0,0,0,98.0,0,1,14,7.142857142857142
Direct,Direct,0,0,0,101.0,0,1,8,12.5
Direct,Direct,0,0,0,107.0,0,1,5,20.0
Direct,Direct,0,0,0,109.0,0,1,9,11.11111111111111
Direct,Direct,0,0,0,113.67,0,1,1,100.0
Direct,Direct,0,0,0,114.0,0,1,19,5.263157894736842
Direct,Direct,0,0,0,115.0,0,2,15,13.333333333333334
Direct,Direct,0,0,0,118.0,0,1,4,25.0
Direct,Direct,0,0,0,121.0,0,1,8,12.5
Direct,Direct,0,0,0,129.0,0,1,14,7.142857142857142
Direct,Direct,0,0,0,130.0,0,2,12,16.666666666666664
Direct,Direct,0,0,0,135.0,0,1,12,8.333333333333332
Direct,Direct,0,0,0,136.0,0,1,5,20.0
Direct,Direct,0,0,0,139.5,0,1,1,100.0
Direct,Direct,0,0,0,140.0,0,1,8,12.5
Direct,Direct,0,0,0,145.0,0,1,9,11.11111111111111
Direct,Direct,0,0,0,147.6,0,1,1,100.0
Direct,Direct,0,0,0,150.0,0,4,20,20.0
Direct,Direct,0,0,0,152.0,0,1,11,9.090909090909092
Direct,Direct,0,0,0,160.0,0,1,13,7.6923076923076925
Direct,Direct,0,0,0,170.0,0,1,12,8.333333333333332
Direct,Direct,0,0,0,175.0,0,1,5,20.0
Direct,Direct,0,0,0,176.0,0,1,4,25.0
Direct,Direct,0,0,0,179.0,0,1,5,20.0
Direct,Direct,0,0,0,183.0,0,1,5,20.0
Direct,Direct,0,0,0,187.5,0,2,2,100.0
Direct,Direct,0,0,0,190.0,0,3,7,42.857142857142854
Direct,Direct,0,0,0,197.1,0,1,2,50.0
Direct,Direct,0,0,0,199.0,0,1,1,100.0
Direct,Direct,0,0,0,200.0,0,3,6,50.0
Direct,Direct,0,0,0,203.6,0,1,1,100.0
Direct,Direct,0,0,0,215.0,0,2,3,66.66666666666666
Direct,Direct,0,0,0,219.0,0,1,3,33.33333333333333
Direct,Direct,0,0,0,225.0,0,1,2,50.0
Direct,Direct,0,0,0,235.0,0,1,1,100.0
Direct,Direct,0,0,0,249.0,0,1,3,33.33333333333333
Direct,Direct,0,0,0,265.0,0,1,2,50.0
Direct,Direct,0,0,0,318.0,0,1,1,100.0
Direct,Direct,0,0,1,4.0,0,1,3,33.33333333333333
Direct,Direct,0,0,1,8.0,0,1,2,50.0
Direct,Direct,0,0,1,38.0,0,1,9,11.11111111111111
Direct,Direct,0,0,1,51.0,0,1,2,50.0
Direct,Direct,0,0,1,53.0,0,2,2,100.0
Direct,Direct,0,0,1,55.0,0,3,6,50.0
Direct,Direct,0,0,1,56.0,0,2,3,66.66666666666666
Direct,Direct,0,0,1,78.53,0,1,1,100.0
Direct,Direct,0,0,1,79.0,0,2,6,33.33333333333333
Direct,Direct,0,0,1,80.0,0,1,8,12.5
Direct,Direct,0,0,1,88.65,0,1,1,100.0
Direct,Direct,0,0,1,89.0,0,1,7,14.285714285714285
Direct,Direct,0,0,1,90.0,0,1,4,25.0
Direct,Direct,0,0,1,93.0,0,1,3,33.33333333333333
Direct,Direct,0,0,1,98.0,0,1,4,25.0
Direct,Direct,0,0,1,99.0,0,1,2,50.0
Direct,Direct,0,0,1,108.0,0,1,3,33.33333333333333
Direct,Direct,0,0,1,110.0,0,1,6,16.666666666666664
Direct,Direct,0,0,1,114.0,0,6,8,75.0
Direct,Direct,0,0,1,124.4,0,1,1,100.0
Direct,Direct,0,0,1,129.0,0,1,3,33.33333333333333
Direct,Direct,0,0,1,130.0,0,1,2,50.0
Direct,Direct,0,0,1,140.0,0,2,3,66.66666666666666
Direct,Direct,0,0,1,147.67,0,1,1,100.0
Direct,Direct,0,0,1,152.4,0,1,1,100.0
Direct,Direct,0,0,1,153.0,0,1,1,100.0
Direct,Direct,0,0,1,160.0,0,2,7,28.57142857142857
Direct,Direct,0,0,1,172.0,0,1,2,50.0
Direct,Direct,0,0,1,174.0,0,1,1,100.0
Direct,Direct,0,0,1,200.0,0,1,1,100.0
Direct,Direct,0,0,2,35.0,0,1,1,100.0
Direct,Direct,0,0,2,35.14,0,1,1,100.0
Direct,Direct,0,0,2,38.0,0,1,3,33.33333333333333
Direct,Direct,0,0,2,39.0,0,1,4,25.0
Direct,Direct,0,0,2,45.9,0,1,1,100.0
Direct,Direct,0,0,2,56.0,0,1,2,50.0
Direct,Direct,0,0,2,70.0,0,1,5,20.0
Direct,Direct,0,0,2,76.0,0,1,2,50.0
Direct,Direct,0,0,2,79.0,0,8,12,66.66666666666666
Direct,Direct,0,0,2,79.5,0,1,1,100.0
Direct,Direct,0,0,2,80.0,0,2,3,66.66666666666666
Direct,Direct,0,0,2,85.0,0,1,7,14.285714285714285
Direct,Direct,0,0,2,95.81,0,1,1,100.0
Direct,Direct,0,0,2,100.0,0,2,2,100.0
Direct,Direct,0,0,2,120.0,0,3,3,100.0
Direct,Direct,0,0,2,129.0,0,1,2,50.0
Direct,Direct,0,0,2,147.9,0,3,3,100.0
Direct,Direct,0,0,2,152.0,0,2,2,100.0
Direct,Direct,0,0,2,159.0,0,1,2,50.0
Direct,Direct,0,0,2,169.0,0,2,2,100.0
Direct,Direct,0,0,2,181.79,0,1,1,100.0
Direct,Direct,0,0,2,185.0,0,2,3,66.66666666666666
Direct,Direct,0,0,2,186.0,0,1,1,100.0
Direct,Direct,0,0,2,220.0,0,1,1,100.0
Direct,Direct,0,0,2,234.0,0,1,2,50.0
Direct,Direct,0,0,3,36.0,0,3,6,50.0
Direct,Direct,0,0,3,70.0,0,1,1,100.0
Direct,Direct,0,0,3,75.0,0,1,5,20.0
Direct,Direct,0,0,3,88.0,0,1,3,33.33333333333333
Direct,Direct,0,0,3,100.0,0,1,3,33.33333333333333
Direct,Direct,0,0,3,120.0,0,1,1,100.0
Direct,Direct,0,0,3,131.0,0,1,2,50.0
Direct,Direct,0,0,3,137.0,0,1,1,100.0
Direct,Direct,0,0,3,148.31,0,1,1,100.0
Direct,Direct,0,0,3,155.0,0,1,1,100.0
Direct,Direct,0,0,3,159.0,0,2,2,100.0
Direct,Direct,0,0,3,259.88,0,1,1,100.0
Direct,Direct,0,0,3,289.88,0,1,1,100.0
Direct,Direct,0,0,4,0.0,0,2,3,66.66666666666666
Direct,Direct,0,0,4,39.0,0,1,1,100.0
Direct,Direct,0,0,4,45.0,0,2,3,66.66666666666666
Direct,Direct,0,0,4,70.0,0,1,2,50.0
Direct,Direct,0,0,4,77.0,0,1,1,100.0
Direct,Direct,0,0,4,79.0,0,1,1,100.0
Direct,Direct,0,0,4,80.0,0,1,3,33.33333333333333
Direct,Direct,0,0,4,128.0,0,1,2,50.0
Direct,Direct,0,0,4,150.0,0,1,1,100.0
Direct,Direct,0,0,4,151.0,0,1,1,100.0
Direct,Direct,0,0,4,160.0,0,1,1,100.0
Direct,Direct,0,0,4,167.0,0,1,1,100.0
Direct,Direct,0,0,4,169.0,0,1,1,100.0
Direct,Direct,0,0,4,181.0,0,1,1,100.0
Direct,Direct,0,0,4,239.08,0,1,1,100.0
Direct,Direct,0,0,5,0.0,0,1,2,50.0
Direct,Direct,0,0,5,38.0,0,1,2,50.0
Direct,Direct,0,0,5,39.0,0,2,4,50.0
Direct,Direct,0,0,5,57.6,0,1,1,100.0
Direct,Direct,0,0,5,73.95,0,1,3,33.33333333333333
Direct,Direct,0,0,5,75.0,0,1,9,11.11111111111111
Direct,Direct,0,0,5,78.0,0,1,2,50.0
Direct,Direct,0,0,5,91.2,0,1,1,100.0
Direct,Direct,0,0,5,120.0,0,1,1,100.0
Direct,Direct,0,0,5,144.0,0,1,1,100.0
Direct,Direct,0,0,5,197.0,0,1,1,100.0
Direct,Direct,0,0,5,250.0,0,1,1,100.0
Direct,Direct,0,0,6,0.0,0,1,1,100.0
Direct,Direct,0,0,6,35.0,0,1,1,100.0
Direct,Direct,0,0,6,39.0,0,1,4,25.0
Direct,Direct,0,0,6,55.0,0,1,1,100.0
Direct,Direct,0,0,6,72.0,0,2,3,66.66666666666666
Direct,Direct,0,0,6,73.0,0,1,1,100.0
Direct,Direct,0,0,6,76.3,0,1,1,100.0
Direct,Direct,0,0,6,100.0,0,4,4,100.0
Direct,Direct,0,0,6,100.6,0,2,2,100.0
Direct,Direct,0,0,6,101.7,0,1,1,100.0
Direct,Direct,0,0,6,102.6,0,1,1,100.0
Direct,Direct,0,0,6,111.6,0,3,3,100.0
Direct,Direct,0,0,6,127.5,0,1,1,100.0
Direct,Direct,0,0,6,207.5,0,1,1,100.0
Direct,Direct,0,0,6,269.0,0,1,1,100.0
Direct,Direct,0,0,7,40.0,0,1,3,33.33333333333333
Direct,Direct,0,0,7,95.0,0,1,3,33.33333333333333
Direct,Direct,0,0,7,126.0,0,1,1,100.0
Direct,Direct,0,0,7,127.0,0,1,1,100.0
Direct,Direct,0,0,7,129.0,0,1,1,100.0
Direct,Direct,0,0,7,175.29,0,1,1,100.0
Direct,Direct,0,0,7,255.0,0,1,1,100.0
Direct,Direct,0,0,8,43.0,0,1,1,100.0
Direct,Direct,0,0,8,57.55,0,1,1,100.0
Direct,Direct,0,0,8,58.0,0,2,2,100.0
Direct,Direct,0,0,8,72.0,0,1,1,100.0
Direct,Direct,0,0,8,80.0,0,1,1,100.0
Direct,Direct,0,0,8,89.0,0,1,1,100.0
Direct,Direct,0,0,8,90.79,0,1,1,100.0
Direct,Direct,0,0,8,98.0,0,1,1,100.0
Direct,Direct,0,0,8,110.88,0,1,1,100.0
Direct,Direct,0,0,8,210.0,0,1,1,100.0
Direct,Direct,0,0,8,211.3,0,1,1,100.0
Direct,Direct,0,0,8,213.5,0,1,1,100.0
Direct,Direct,0,0,8,239.0,0,1,1,100.0
Direct,Direct,0,0,9,79.0,0,1,1,100.0
Direct,Direct,0,0,9,81.0,0,1,1,100.0
Direct,Direct,0,0,9,100.0,0,1,1,100.0
Direct,Direct,0,0,9,105.0,0,1,1,100.0
Direct,Direct,0,0,9,129.2,0,2,3,66.66666666666666
Direct,Direct,0,0,9,175.0,0,2,2,100.0
Direct,Direct,0,0,9,195.5,0,1,1,100.0
Direct,Direct,0,0,10,44.0,0,1,2,50.0
Direct,Direct,0,0,10,76.0,0,1,1,100.0
Direct,Direct,0,0,10,105.0,0,1,1,100.0
Direct,Direct,0,0,10,126.0,0,2,2,100.0
Direct,Direct,0,0,10,134.0,0,1,2,50.0
Direct,Direct,0,0,10,138.6,0,1,1,100.0
Direct,Direct,0,0,10,142.0,0,1,1,100.0
Direct,Direct,0,0,10,145.0,0,2,2,100.0
Direct,Direct,0,0,10,162.0,0,1,1,100.0
Direct,Direct,0,0,10,169.0,0,1,1,100.0
Direct,Direct,0,0,10,197.1,0,1,1,100.0
Direct,Direct,0,0,10,202.0,0,2,2,100.0
Direct,Direct,0,0,11,12.0,0,2,2,100.0
Direct,Direct,0,0,11,75.0,0,1,1,100.0
Direct,Direct,0,0,11,90.0,0,1,1,100.0
Direct,Direct,0,0,11,95.0,0,1,1,100.0
Direct,Direct,0,0,11,98.0,0,1,1,100.0
Direct,Direct,0,0,11,100.0,0,1,1,100.0
Direct,Direct,0,0,11,102.6,0,1,1,100.0
Direct,Direct,0,0,11,118.0,0,1,2,50.0
Direct,Direct,0,0,11,123.0,0,1,1,100.0
Direct,Direct,0,0,11,174.0,0,1,1,100.0
Direct,Direct,0,0,12,57.6,0,1,1,100.0
Direct,Direct,0,0,12,79.0,0,2,3,66.66666666666666
Direct,Direct,0,0,12,80.0,0,1,1,100.0
Direct,Direct,0,0,12,86.5,0,1,1,100.0
Direct,Direct,0,0,12,90.0,0,1,1,100.0
Direct,Direct,0,0,12,93.0,0,1,1,100.0
Direct,Direct,0,0,12,113.0,0,1,1,100.0
Direct,Direct,0,0,12,114.0,0,1,3,33.33333333333333
Direct,Direct,0,0,12,126.0,0,5,5,100.0
Direct,Direct,0,0,12,139.0,0,1,1,100.0
Direct,Direct,0,0,12,144.0,0,1,1,100.0
Direct,Direct,0,0,12,149.0,0,1,1,100.0
Direct,Direct,0,0,12,149.1,0,1,1,100.0
Direct,Direct,0,0,12,189.0,0,1,1,100.0
Direct,Direct,0,0,12,222.0,0,1,1,100.0
Direct,Direct,0,0,13,92.0,0,1,1,100.0
Direct,Direct,0,0,13,95.0,0,2,3,66.66666666666666
Direct,Direct,0,0,13,140.0,0,1,1,100.0
Direct,Direct,0,0,13,160.0,0,3,4,75.0
Direct,Direct,0,0,13,161.0,0,1,1,100.0
Direct,Direct,0,0,13,241.0,0,1,1,100.0
Direct,Direct,0,0,14,75.0,0,2,3,66.66666666666666
Direct,Direct,0,0,14,80.4,0,1,1,100.0
Direct,Direct,0,0,14,118.2,0,1,1,100.0
Direct,Direct,0,0,14,165.0,0,1,1,100.0
Direct,Direct,0,0,14,170.85,0,1,1,100.0
Direct,Direct,0,0,14,191.31,0,1,1,100.0
Direct,Direct,0,0,14,198.0,0,1,2,50.0
Direct,Direct,0,0,15,65.0,0,2,2,100.0
Direct,Direct,0,0,15,76.5,0,1,1,100.0
Direct,Direct,0,0,15,79.0,0,1,2,50.0
Direct,Direct,0,0,15,115.84,0,2,2,100.0
Direct,Direct,0,0,15,129.0,0,1,1,100.0
Direct,Direct,0,0,15,135.0,0,1,1,100.0
Direct,Direct,0,0,15,145.0,0,1,1,100.0
Direct,Direct,0,0,15,175.0,0,1,1,100.0
Direct,Direct,0,0,15,178.57,0,1,1,100.0
Direct,Direct,0,0,15,190.0,0,1,1,100.0
Direct,Direct,0,0,15,211.0,0,1,1,100.0
Direct,Direct,0,0,15,255.0,0,1,1,100.0
Direct,Direct,0,0,16,80.0,0,1,1,100.0
Direct,Direct,0,0,16,97.71,0,1,1,100.0
Direct,Direct,0,0,16,101.0,0,3,3,100.0
Direct,Direct,0,0,16,107.0,0,1,1,100.0
Direct,Direct,0,0,16,109.0,0,1,2,50.0
Direct,Direct,0,0,16,134.0,0,1,1,100.0
Direct,Direct,0,0,16,152.0,0,1,1,100.0
Direct,Direct,0,0,16,190.0,0,1,1,100.0
Direct,Direct,0,0,16,212.0,0,1,1,100.0
Direct,Direct,0,0,16,212.14,0,1,1,100.0
Direct,Direct,0,0,16,279.5,0,1,1,100.0
Direct,Direct,0,0,16,310.0,0,1,1,100.0
Direct,Direct,0,0,17,54.72,0,1,1,100.0
Direct,Direct,0,0,17,56.7,0,1,3,33.33333333333333
Direct,Direct,0,0,17,64.0,0,1,1,100.0
Direct,Direct,0,0,17,86.0,0,1,1,100.0
Direct,Direct,0,0,17,98.0,0,1,2,50.0
Direct,Direct,0,0,17,101.0,0,1,2,50.0
Direct,Direct,0,0,17,105.0,0,1,1,100.0
Direct,Direct,0,0,17,126.0,0,1,1,100.0
Direct,Direct,0,0,17,128.71,0,1,1,100.0
Direct,Direct,0,0,17,165.1,0,1,1,100.0
Direct,Direct,0,0,17,170.33,0,1,1,100.0
Direct,Direct,0,0,17,178.75,0,1,1,100.0
Direct,Direct,0,0,18,57.5,0,1,1,100.0
Direct,Direct,0,0,18,75.5,0,2,2,100.0
Direct,Direct,0,0,18,76.0,0,1,1,100.0
Direct,Direct,0,0,18,80.4,0,1,1,100.0
Direct,Direct,0,0,18,89.0,0,2,2,100.0
Direct,Direct,0,0,18,102.6,0,5,5,100.0
Direct,Direct,0,0,18,120.0,0,1,1,100.0
Direct,Direct,0,0,18,128.8,0,3,3,100.0
Direct,Direct,0,0,18,137.5,0,1,1,100.0
Direct,Direct,0,0,18,138.6,0,1,1,100.0
Direct,Direct,0,0,18,139.0,0,1,1,100.0
Direct,Direct,0,0,18,140.0,0,1,1,100.0
Direct,Direct,0,0,18,179.0,0,1,1,100.0
Direct,Direct,0,0,18,195.0,0,1,1,100.0
Direct,Direct,0,0,18,200.0,0,1,1,100.0
Direct,Direct,0,0,18,224.0,0,1,1,100.0
Direct,Direct,0,0,18,244.0,0,1,2,50.0
Direct,Direct,0,0,18,276.9,0,1,1,100.0
Direct,Direct,0,0,19,96.5,0,2,2,100.0
Direct,Direct,0,0,19,110.33,0,1,1,100.0
Direct,Direct,0,0,19,134.5,0,1,1,100.0
Direct,Direct,0,0,19,139.0,0,1,1,100.0
Direct,Direct,0,0,19,140.8,0,1,1,100.0
Direct,Direct,0,0,19,260.0,0,1,1,100.0
Direct,Direct,0,0,19,277.15,0,1,1,100.0
Direct,Direct,0,0,20,8.0,0,1,1,100.0
Direct,Direct,0,0,20,36.0,0,1,1,100.0
Direct,Direct,0,0,20,67.5,0,1,1,100.0
Direct,Direct,0,0,20,88.0,0,1,1,100.0
Direct,Direct,0,0,20,98.0,0,4,4,100.0
Direct,Direct,0,0,20,109.0,0,1,1,100.0
Direct,Direct,0,0,20,115.0,0,2,2,100.0
Direct,Direct,0,0,20,140.0,0,1,1,100.0
Direct,Direct,0,0,20,162.1,0,1,1,100.0
Direct,Direct,0,0,20,177.0,0,1,1,100.0
Direct,Direct,0,0,20,179.1,0,1,1,100.0
Direct,Direct,0,0,20,193.92,0,1,1,100.0
Direct,Direct,0,0,20,240.0,0,1,1,100.0
Direct,Direct,0,0,20,265.93,0,1,1,100.0
Direct,Direct,0,0,21,33.26,0,1,1,100.0
Direct,Direct,0,0,21,52.5,0,2,2,100.0
Direct,Direct,0,0,21,95.16,0,1,1,100.0
Direct,Direct,0,0,21,114.0,0,1,1,100.0
Direct,Direct,0,0,21,124.2,0,1,1,100.0
Direct,Direct,0,0,21,129.0,0,1,1,100.0
Direct,Direct,0,0,21,150.0,0,1,1,100.0
Direct,Direct,0,0,21,172.0,0,1,1,100.0
Direct,Direct,0,0,21,209.0,0,1,1,100.0
Direct,Direct,0,0,21,290.56,0,1,1,100.0
Direct,Direct,0,0,22,60.0,0,1,1,100.0
Direct,Direct,0,0,22,80.75,0,2,2,100.0
Direct,Direct,0,0,22,130.0,0,1,1,100.0
Direct,Direct,0,0,22,165.0,0,1,1,100.0
Direct,Direct,0,0,22,193.0,0,1,1,100.0
Direct,Direct,0,0,22,224.0,0,1,1,100.0
Direct,Direct,0,0,22,238.0,0,1,1,100.0
Direct,Direct,0,0,23,90.0,0,6,6,100.0
Direct,Direct,0,0,23,111.92,0,1,1,100.0
Direct,Direct,0,0,23,113.0,0,1,1,100.0
Direct,Direct,0,0,23,130.0,0,2,2,100.0
Direct,Direct,0,0,23,137.38,0,1,1,100.0
Direct,Direct,0,0,23,155.0,0,1,1,100.0
Direct,Direct,0,0,23,161.1,0,1,1,100.0
Direct,Direct,0,0,23,175.17,0,1,1,100.0
Direct,Direct,0,0,23,195.0,0,1,2,50.0
Direct,Direct,0,0,23,241.0,0,1,1,100.0
Direct,Direct,0,0,24,69.56,0,1,2,50.0
Direct,Direct,0,0,24,88.0,0,1,1,100.0
Direct,Direct,0,0,24,136.5,0,1,1,100.0
Direct,Direct,0,0,24,143.57,0,1,1,100.0
Direct,Direct,0,0,24,168.0,0,1,1,100.0
Direct,Direct,0,0,24,187.0,0,1,1,100.0
Direct,Direct,0,0,24,228.0,0,1,1,100.0
Direct,Direct,0,0,24,260.0,0,1,1,100.0
Direct,Direct,0,0,25,87.0,0,1,1,100.0
Direct,Direct,0,0,25,88.0,0,1,1,100.0
Direct,Direct,0,0,25,131.63,0,1,1,100.0
Direct,Direct,0,0,25,139.0,0,1,1,100.0
Direct,Direct,0,0,25,140.0,0,1,1,100.0
Direct,Direct,0,0,25,142.0,0,1,1,100.0
Direct,Direct,0,0,26,48.0,0,1,1,100.0
Direct,Direct,0,0,26,65.0,0,1,5,20.0
Direct,Direct,0,0,26,69.0,0,1,1,100.0
Direct,Direct,0,0,26,80.0,0,5,8,62.5
Direct,Direct,0,0,26,85.0,0,1,1,100.0
Direct,Direct,0,0,26,116.45,0,1,1,100.0
Direct,Direct,0,0,26,145.5,0,1,1,100.0
Direct,Direct,0,0,26,169.0,0,1,1,100.0
Direct,Direct,0,0,26,175.0,0,1,1,100.0
Direct,Direct,0,0,27,38.86,0,1,1,100.0
Direct,Direct,0,0,27,72.0,0,1,1,100.0
Direct,Direct,0,0,27,75.0,0,1,3,33.33333333333333
Direct,Direct,0,0,27,76.72,0,1,1,100.0
Direct,Direct,0,0,27,109.65,0,1,1,100.0
Direct,Direct,0,0,27,135.0,0,2,2,100.0
Direct,Direct,0,0,27,174.25,0,1,1,100.0
Direct,Direct,0,0,27,200.1,0,1,1,100.0
Direct,Direct,0,0,27,226.95,0,1,1,100.0
Direct,Direct,0,0,27,341.0,0,1,1,100.0
Direct,Direct,0,0,28,137.14,0,1,1,100.0
Direct,Direct,0,0,28,158.95,0,1,1,100.0
Direct,Direct,0,0,28,172.15,0,1,1,100.0
Direct,Direct,0,0,28,240.64,0,1,1,100.0
Direct,Direct,0,0,28,279.0,0,1,1,100.0
Direct,Direct,0,0,29,49.5,0,1,1,100.0
Direct,Direct,0,0,29,100.0,0,1,1,100.0
Direct,Direct,0,0,29,140.0,0,1,1,100.0
Direct,Direct,0,0,29,149.0,0,1,1,100.0
Direct,Direct,0,0,29,150.0,0,1,1,100.0
Direct,Direct,0,0,29,174.0,0,1,1,100.0
Direct,Direct,0,0,29,180.0,0,1,1,100.0
Direct,Direct,0,0,29,194.0,0,1,1,100.0
Direct,Direct,0,0,29,201.0,0,1,1,100.0
Direct,Direct,0,0,30,0.0,0,3,3,100.0
Direct,Direct,0,0,30,36.0,0,1,2,50.0
Direct,Direct,0,0,30,60.0,0,1,1,100.0
Direct,Direct,0,0,30,65.0,0,1,1,100.0
Direct,Direct,0,0,30,67.5,0,1,1,100.0
Direct,Direct,0,0,30,129.9,0,1,1,100.0
Direct,Direct,0,0,30,144.0,0,2,2,100.0
Direct,Direct,0,0,30,152.0,0,1,1,100.0
Direct,Direct,0,0,30,155.0,0,1,1,100.0
Direct,Direct,0,0,30,165.0,0,3,3,100.0
Direct,Direct,0,0,30,195.0,0,1,1,100.0
Direct,Direct,0,0,31,31.0,0,1,1,100.0
